"id","catalog_id","price","currency","is_available","date_checked","created_at","merchant","review_count","position","list_price","description","id-2","google_shopping_id","title","link","image_link","price-2","currency-2","is_available-2","last_checked","created_at-2","updated_at","description-2","review_count-2","position-2","sku","brand","source_type","id-3","reference_brand","reference_product","competitor_brand","search_query","active","created_at-3","updated_at-2","reference_product_description","min_price","max_price","site_id"
"price_3f02a1fc561b4f2e98cc282c0711f49c","prod_134b7089fc2e418fa724d61b7a9b5197","49.33","USD",True,"2025-07-18 18:50:07.11792","2025-07-18 18:50:12.529154","RTACabinetStore.com",NULL,NULL,"65.77","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_134b7089fc2e418fa724d61b7a9b5197",NULL,"Large Crown 8","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-SCM8-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_c55122556f234d76965ee3b9acc86a3e","RTA Cabinet Store","Large Crown 8","RTA Cabinet Store","Large Crown 8",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_1afb1282ec274388a7368642423a583d","prod_0213b5e260054f28a7e8cff0c16f763c","280.04","USD",True,"2025-07-18 18:50:07.11792","2025-07-18 18:50:12.354416","RTACabinetStore.com",NULL,NULL,"373.39","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_0213b5e260054f28a7e8cff0c16f763c",NULL,"SB36","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-SB36-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_ba371c405cf24071b70254ae67107910","RTA Cabinet Store","SB36","RTA Cabinet Store","SB36",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_75cde51a30324d91850e05810042152a","prod_168fbe72a5a24a92a4d810c0ac9c8870","327.2","USD",True,"2025-07-18 18:50:07.11792","2025-07-18 18:50:12.316483","RTACabinetStore.com",NULL,NULL,"436.27","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_168fbe72a5a24a92a4d810c0ac9c8870",NULL,"B24","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-B24-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_f4f512f0c77e4a629100e0eb4115bb5c","RTA Cabinet Store","B24","RTA Cabinet Store","B24",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_99ceb92a10f54b1d91177e535457a1e2","prod_3be8c4c4b0774522828da47f71879b29","14.42","USD",True,"2025-07-18 18:50:07.11792","2025-07-18 18:50:12.292778","RTACabinetStore.com",NULL,NULL,"19.23","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_3be8c4c4b0774522828da47f71879b29",NULL,"Toe Kick 8","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-TKS8-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_7c3f70c97e6d48da8c34d847cd5eae12","RTA Cabinet Store","Toe Kick 8","RTA Cabinet Store","Toe Kick 8",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_f363b1459b6941a6aec45fce8a505060","prod_35915b4cdf6343009f8aba70750d8819","368.55","USD",True,"2025-07-18 18:50:07.11792","2025-07-18 18:50:12.252944","RTACabinetStore.com",NULL,NULL,"491.4","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_35915b4cdf6343009f8aba70750d8819",NULL,"DB24","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-DB24-3-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_897502b073e54ee1a1d9fb90162476d9","RTA Cabinet Store","DB24","RTA Cabinet Store","DB24",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_a466e65c5a574134889686c0dc1488ef","prod_b4111bf97b764f719a5055fd0b1a34ae","314.66","USD",True,"2025-07-18 18:50:07.11792","2025-07-18 18:50:12.246519","RTACabinetStore.com",NULL,NULL,"419.55","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_b4111bf97b764f719a5055fd0b1a34ae",NULL,"W3036","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-W3036-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_a5b2b32c0e584afdae6f22938f3d96af","RTA Cabinet Store","W3036","RTA Cabinet Store","W3036",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_1d7c60f7e5bb4a9f8be4cc5017f37f30","prod_0a21073110644b6f8473b9872ec8b1cf","169.37","USD",True,"2025-07-18 18:50:07.11792","2025-07-18 18:50:12.232855","RTACabinetStore.com",NULL,NULL,"225.82","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_0a21073110644b6f8473b9872ec8b1cf",NULL,"B09-FH","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-B09-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_18d6001c9e3e4935a798e743070ba6e2","RTA Cabinet Store","B09-FH","RTA Cabinet Store","B09-FH",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_8f38a21ed9964815bacb427cdadb277e","prod_edd1a50d33fc4b6ab36cb85596163789","409.58","USD",True,"2025-07-18 18:50:07.11792","2025-07-18 18:50:12.173538","RTACabinetStore.com",NULL,NULL,"546.11","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_edd1a50d33fc4b6ab36cb85596163789",NULL,"B30","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-B30-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_31baf0d9190d488eab26f147acb94e3a","RTA Cabinet Store","B30","RTA Cabinet Store","B30",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_589e58da10ea4d80a50116f382471720","prod_b4111bf97b764f719a5055fd0b1a34ae","314.66","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:09.387059","RTACabinetStore.com",NULL,NULL,"419.55","Bright, crisp and modern, this cabinet line has a versatile appeal. The design incorporates the architectural shaker styling with pleasing proportions.","prod_b4111bf97b764f719a5055fd0b1a34ae",NULL,"W3036","https://www.rtacabinetstore.com/RTA-Kitchen-Cabinets/item/SW5-W3036-5PC",NULL,NULL,NULL,True,"2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149","2025-06-26 14:46:28.877149",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_a5b2b32c0e584afdae6f22938f3d96af","RTA Cabinet Store","W3036","RTA Cabinet Store","W3036",True,"2025-06-26 14:46:28.87615","2025-06-26 14:46:28.87615",NULL,NULL,NULL,"site_1f22e98c91104993ab412a8ee7fc4726"
"price_defe7542a3a849f9a2b2c6cb087b6c86","prod_5a54b324c32f4834b63e97ee4d302bc6","85.38","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:57.766846","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_5a54b324c32f4834b63e97ee4d302bc6",NULL,"WSH-DWR3","https://www.lilyanncabinets.com/panels-fillers-and-trim-dishwasher-end-panel-3-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_e225dc3b611c4a44b80102378a2f0363","RTA Cabinet Store","DWR3","Lily Ann Cabinets","DWR3",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_5e77a1c633d34fd5b6333a5fb596c34b","prod_025b62e00f134e47b18fe0eb6de8b928","645.35","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:57.317048","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_025b62e00f134e47b18fe0eb6de8b928",NULL,"WSH-LS36","https://www.lilyanncabinets.com/base-cabinets-lazy-susan-cabinet-36-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_c722a74e5a3f4aab9bf0f936a4d0679b","RTA Cabinet Store","LS36","Lily Ann Cabinets","LS36",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_44df04baf1fc4c719eb1a69209d85f03","prod_4a8a752d7aec4bd2839ed70f7b1787ce","450.62","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:46.800655","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_4a8a752d7aec4bd2839ed70f7b1787ce",NULL,"WSH-SB36","https://www.lilyanncabinets.com/base-cabinets-sink-base-cabinet-36-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_4f38fd39980a478bb4ffb70c6d896e7c","RTA Cabinet Store","SB36","Lily Ann Cabinets","SB36",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_b7f0064e29704d068979b9b823112b09","prod_24caee2af882480986420ca29240bf8f","44.37","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:44.866952","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_24caee2af882480986420ca29240bf8f",NULL,"WSH-TK8","https://www.lilyanncabinets.com/panels-fillers-and-trim-toe-kick-96-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:43:36.953779","2025-06-26 18:43:36.9548","2025-06-26 18:43:36.9548",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_15acce80013e482dbd47808d3d5a175d","RTA Cabinet Store","Toe Kick 8","Lily Ann Cabinets","Toe Kick 8",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_56ca2677b6bb47d1b2da96981b1a6d3b","prod_2e1ae857f549418f9acb2b61c213de8d","174.63","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:39.069946","TheRTAStore.com",NULL,NULL,"249.47","Width 9"" | Height 34-1/2"" | Depth 24"" Base tray cabinet with 1 full height door and no shelves.","prod_2e1ae857f549418f9acb2b61c213de8d",NULL,"SW-BT9","https://www.thertastore.com/kitchen-cabinets/rta-kitchen-cabinets/brilliant-white-shaker/brilliant-white-shaker-09-base-tray-cabinet-47514.html ",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_771cee4f14d5433d9d8afa2132f622a7","RTA Cabinet Store","B09-FH","The RTA Store","B09-FH",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_0ee8ef005e5b4d4b9e2fd7a78934f1ec"
"price_837a0323520243d284915c64d42188b9","prod_84c10ffc9eba452a8334b3965504b461","585.74","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:33.089187","CabinetSet.com",NULL,NULL,NULL,"Lazy Susan cabinet with a bi-fold door and 2 revolving wooden shelves. This cabinet takes up 36"" of space on each side of the corner. The visible cabinet front parts are approximately 12"" wide and 12"" wide. There is no pole in the center, the shelves spin independently. The doors swing out and are not attached to the shelves. Lazy Susan Tray comes in a separate box.","prod_84c10ffc9eba452a8334b3965504b461",NULL,"M6-OW-LSB36","https://www.cabinetset.com/ls3612-springfield-white-rta ",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_0486c26d332a441aae531243a04ee78f","RTA Cabinet Store","LS36","Cabinet Set","LS36",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_1296c4e3b24a4fa080ac530006d03a9b"
"price_563aec3bbc284de6b2b19d5575f12b5e","prod_884aefd8449441faa9517fc2f3f0e38c","198.99","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:58.213152","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_884aefd8449441faa9517fc2f3f0e38c",NULL,"WSH-B9FHD","https://www.lilyanncabinets.com/base-cabinets-base-full-height-door-cabinet-9-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_7e92b851a5fc478eab627d0e9a5672d5","RTA Cabinet Store","B09-FH","Lily Ann Cabinets","B09-FH",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_f4eccb3dfbad4d5196dbdf9c47d03800","prod_a337ef88d3724fa383b1d41b4011548d","329.18","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:45.346689","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_a337ef88d3724fa383b1d41b4011548d",NULL,"WSH-B24","https://www.lilyanncabinets.com/b24-double-door-single-drawer-base-cabinet%20.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_1a5387f83b5f4b9dbe1796eed9ebfbd9","RTA Cabinet Store","B24","Lily Ann Cabinets","B24",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_fd15da7874db41db85f181c094a8b62f","prod_58154e7f59634209a39012d8537dee0d","71.81","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:43.96639","TheRTAStore.com",NULL,NULL,"102.59","Width 3"" | Height 34-1/2"" | Depth 24"" Appliance end panel. Finished on both sides. There is a 3"" stile/filler on the front which can be trimmed to 3/4"" if necessary.","prod_58154e7f59634209a39012d8537dee0d",NULL,"SW-DWR3","https://www.thertastore.com/kitchen-cabinets/rta-kitchen-cabinets/brilliant-white-shaker/brilliant-white-shaker-appliance-end-panel-422423-47764.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_43720e30e7f24195861e7838cfc5605c","RTA Cabinet Store","DWR3","The RTA Store","DWR3",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_0ee8ef005e5b4d4b9e2fd7a78934f1ec"
"price_6b3ce12306ca4e589fb6714e9f8c3190","prod_decf5e7d9d9d49419e7187e513826d37","293.41","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:33.08718","TheRTAStore.com",NULL,NULL,"419.16","Width 18"" | Height 34-1/2"" | Depth 24"" 1 door base cabinet with 1 drawer and 1 shelf.","prod_decf5e7d9d9d49419e7187e513826d37",NULL,"SW-B18","https://www.thertastore.com/kitchen-cabinets/rta-kitchen-cabinets/brilliant-white-shaker/brilliant-white-shaker-18-base-cabinet-47557.html ",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_932009fb4e8e4be985a924e008b4edf2","RTA Cabinet Store","B18","The RTA Store","B18",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_0ee8ef005e5b4d4b9e2fd7a78934f1ec"
"price_604d47b64f8345ad9acf3cc02f14646c","prod_a226b1f8f18747368d1bd77357679602","414.04","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:57.266378","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_a226b1f8f18747368d1bd77357679602",NULL,"WSH-B30","https://www.lilyanncabinets.com/colorado-white-shaker-base-cabinet-30-wsh-b30-rta.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_b5634b1dd30945a5a41015c4624879f5","RTA Cabinet Store","B30","Lily Ann Cabinets","B30",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_c806a16d87b84b89841e9ed36a3b0491","prod_942907b363474026be2dc16dbac79cfb","499.24","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:55.184636","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_942907b363474026be2dc16dbac79cfb",NULL,"WSH-DB24-3","https://www.lilyanncabinets.com/base-cabinets-3-drawer-base-cabinet-24-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_0305df0c806e4a1db039adbcf0088f4c","RTA Cabinet Store","DB24","Lily Ann Cabinets","DB24",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_531a6dece1e349408e85d598a19c8ae2","prod_25982b1578b040aa9477991cd7b3e493","129.78","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:44.792928","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_25982b1578b040aa9477991cd7b3e493",NULL,"WSH-ACM8","https://www.lilyanncabinets.com/panels-fillers-and-trim-angle-crown-molding-96-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:43:36.953779","2025-06-26 18:43:36.9548","2025-06-26 18:43:36.9548",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_bbcbd1db49794b80a3b6a5a39a1b06b3","RTA Cabinet Store","Large Crown 8","Lily Ann Cabinets","Large Crown 8",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_43c0feb57beb4d37bf544569a1006acd","prod_a9886dc4a72547619e7383dc12b86349","344.83","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:43.379027","TheRTAStore.com",NULL,NULL,"492.61","Width 30"" | Height 36"" | Depth 12""2 door wall cabinet that comes with 2 shelves. Cabinet has butt doors.","prod_a9886dc4a72547619e7383dc12b86349",NULL,"SW-W3036","https://www.thertastore.com/kitchen-cabinets/rta-kitchen-cabinets/brilliant-white-shaker/brilliant-white-shaker-30x36-wall-cabinet-47669.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_82ea3083eb2a430b9fa16ef551625803","RTA Cabinet Store","W3036","The RTA Store","W3036",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_0ee8ef005e5b4d4b9e2fd7a78934f1ec"
"price_08e203a27c3b4d1793ccbe053aa34bdd","prod_171d63c297ec43aba261d2cc18ac3cb2","471.15","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:33.423095","TheRTAStore.com",NULL,NULL,"673.07","Width 24"" | Height 34-1/2"" | Depth 24"" 3 drawer base cabinet. Top drawer front is 6-1/4""H, bottom 2 drawer fronts are 11-1/8""H.","prod_171d63c297ec43aba261d2cc18ac3cb2",NULL,"SW-3DB24","https://www.thertastore.com/kitchen-cabinets/rta-kitchen-cabinets/brilliant-white-shaker/brilliant-white-shaker-24-3-drawer-base-cabinet-47583.html ",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_63ff591b40fe4c6793002d14bf91226f","RTA Cabinet Store","DB24","The RTA Store","DB24",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_0ee8ef005e5b4d4b9e2fd7a78934f1ec"
"price_1737cb8865454ddcb5a0e5119788f66c","prod_1f1e4b7cc05f4b9f8c7cb576e199626d","122.77","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:33.180225","TheRTAStore.com",NULL,NULL,"175.39","Width 96"" | Height 3-5/8"" | Depth 3-1/2"" Cove crown molding. Installed height will be 3-5/8"" and it will stick out 3-1/2"" from the cabinet.","prod_1f1e4b7cc05f4b9f8c7cb576e199626d",NULL,"SW-COV","https://www.thertastore.com/kitchen-cabinets/rta-kitchen-cabinets/brilliant-white-shaker/brilliant-white-shaker-96-cove-crown-molding-47757.html ",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_bb07901f48bd4580916a782456dfd1ad","RTA Cabinet Store","Large Crown 8","The RTA Store","Large Crown 8",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_0ee8ef005e5b4d4b9e2fd7a78934f1ec"
"price_5e6ca6d197894d90824c63cde8fc93f7","prod_7d90057c924043fea8dce514a3a57427","23.49","USD",False,"2025-07-18 14:19:45.544521","2025-07-18 14:20:32.816171","TheRTAStore.com",NULL,NULL,"33.56","Width 96"" | Height 4-1/2"" | Depth 1/4"" Toe kick. This is required if any cabinets will be going side by side to cover the seams and cover the small gap from one cabinet to the next.","prod_7d90057c924043fea8dce514a3a57427",NULL,"SW-TKC","https://www.thertastore.com/kitchen-cabinets/rta-kitchen-cabinets/brilliant-white-shaker/brilliant-white-shaker-96-toe-kick-422352-47763.html ",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_0dd0bf8f4ef24e98b4293143988183ff","RTA Cabinet Store","Toe Kick 8","The RTA Store","Toe Kick 8",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_0ee8ef005e5b4d4b9e2fd7a78934f1ec"
"price_fcf99acf8de04145acff071c4e4f1c01","prod_f43ce6d23ded4c78a9d1d10b64c56306","165","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:58.270695","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_f43ce6d23ded4c78a9d1d10b64c56306",NULL,"LST36 (WSH-LS36)","https://www.lilyanncabinets.com/cabinet-organizers-32-ld-banded-wood-lazy-susan-lst36.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_fa4ce99fb3484b869b19870a18f3e16c","RTA Cabinet Store","ADD-ON FOR: LS36","Lily Ann Cabinets","ADD-ON FOR: LS36",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_df2f75ee7a6c47c4820651e2ee5001a2","prod_6195892f25a548328b36fca4473ac101","273.99","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:57.514994","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_6195892f25a548328b36fca4473ac101",NULL,"WSH-W2436","https://www.lilyanncabinets.com/wall-cabinets-wall-cabinet-24-x-36-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_f8a61e2de20f4e05aa58ba77db39535c","RTA Cabinet Store","W2436","Lily Ann Cabinets","W2436",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
"price_c304f3c83b6b42ed8b0ff5131a9ea3d7","prod_22b3b9bbb99649cc97d70d870d7f6a14","335.19","USD",True,"2025-07-18 14:19:45.544521","2025-07-18 14:20:57.052715","LilyAnnCabinets.com",NULL,NULL,NULL,NULL,"prod_22b3b9bbb99649cc97d70d870d7f6a14",NULL,"WSH-W3036","https://www.lilyanncabinets.com/wall-cabinets-wall-cabinet-30-x-36-colorado-white-shaker.html",NULL,NULL,NULL,True,"2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427","2025-06-26 18:37:21.472427",NULL,NULL,NULL,NULL,NULL,"direct_website","comp_3de9697375524e9a9b7ca408e135c258","RTA Cabinet Store","W3036","Lily Ann Cabinets","W3036",True,"2025-06-26 18:37:21.467723","2025-06-26 18:37:21.467723",NULL,NULL,NULL,"site_81abd2a969244ff582f74cd8d853e8c2"
