catalog_id,merchant,price,currency,in_stock,timestamp
prod_d5418e52c8924583849e876fa55fa2ae,The Man Cave Store,4517,USD,TRUE,4/14/2025 15:41
prod_4bc82a7bf07e4aa99da19afd76cf6662,LuxeDecor,4504,USD,TRUE,4/15/2025 10:59
prod_fe604e1ed1d84ac7aefee17bb8fc763d,NFM,3039.99,USD,FALSE,4/14/2025 15:41
prod_bb81397541c24b16ab0271c0c3949bd4,LuxeDecor,3569.6,USD,TRUE,4/14/2025 15:41
prod_0fbdf917736249c78d81fd8f4dd73e03,LuxeDecor,4737.6,USD,TRUE,4/14/2025 15:41
prod_0299f0abc393462b933d978373402b20,PatioLiving,4430.4,USD,TRUE,4/15/2025 10:59
prod_0299f0abc393462b933d978373402b20,PatioLiving,4430.4,USD,TRUE,4/14/2025 15:41
prod_9a7a970b86fd4bbe8f6d557656e52ff7,Patio Productions,3965.6,USD,TRUE,4/15/2025 10:59
prod_9a7a970b86fd4bbe8f6d557656e52ff7,Patio Productions,3965.6,USD,TRUE,4/14/2025 15:41
prod_2ba1aa2b453048e9932d4f58a75f4439,PolyFurniture.com,1084,USD,TRUE,4/15/2025 10:59
prod_2ba1aa2b453048e9932d4f58a75f4439,PolyFurniture.com,1084,USD,TRUE,4/14/2025 15:41
prod_2ba1aa2b453048e9932d4f58a75f4439,PolyFurniture.com,1084,USD,TRUE,4/14/2025 15:41
prod_86bd5d9fa500410cb3ef258165ac664f,Classic Patio Furniture,4353,USD,TRUE,4/15/2025 10:59
prod_86bd5d9fa500410cb3ef258165ac664f,Classic Patio Furniture,4353,USD,TRUE,4/15/2025 10:59
prod_86bd5d9fa500410cb3ef258165ac664f,Classic Patio Furniture,4353,USD,TRUE,4/14/2025 15:41
prod_935d8140379c460ea89cf8e2eb97cb12,Classic Patio Furniture,4192,USD,TRUE,4/15/2025 10:59
prod_935d8140379c460ea89cf8e2eb97cb12,Classic Patio Furniture,4192,USD,TRUE,4/15/2025 10:59
prod_4d21f6e995124b47b189252524247411,PatioLiving,3736,USD,TRUE,4/15/2025 10:59
prod_15d1402b95e447f5a365a5380d672388,USA Outdoor Furniture,8064,USD,TRUE,4/15/2025 10:59
prod_26f78cdc68d143ddb969e12eea60c3b2,USA Outdoor Furniture,5478.4,USD,TRUE,4/15/2025 10:59
prod_9e3e20d078274c8a9a61141f43837aa4,TopModern,4096.8,USD,TRUE,4/15/2025 10:59
prod_9e3e20d078274c8a9a61141f43837aa4,TopModern,4096.8,USD,TRUE,4/14/2025 15:41
prod_9e3e20d078274c8a9a61141f43837aa4,PatioLiving,4096.8,USD,TRUE,4/14/2025 15:41
prod_68e36ccc473b48ada6be134263a8667f,AuthenTEAK,4327,USD,TRUE,4/15/2025 10:59
prod_68e36ccc473b48ada6be134263a8667f,AuthenTEAK,4327,USD,TRUE,4/15/2025 10:59
prod_68e36ccc473b48ada6be134263a8667f,AuthenTEAK,4327,USD,TRUE,4/15/2025 10:59
prod_68e36ccc473b48ada6be134263a8667f,AuthenTEAK,4327,USD,TRUE,4/15/2025 10:59
prod_45641656c5ba4ee99c0f0ebe01443936,The GLD Shop,99,USD,TRUE,4/15/2025 10:59
prod_45641656c5ba4ee99c0f0ebe01443936,The GLD Shop,99,USD,TRUE,4/14/2025 15:41
prod_e2b1b29c24c843be9cca45bdb014a0a6,ShopSimon,79.5,USD,TRUE,4/15/2025 10:59
prod_e2b1b29c24c843be9cca45bdb014a0a6,ShopSimon,106,USD,TRUE,4/14/2025 15:41
prod_d68d3d205e8743b98935018276e5f717,Ledge Lounger,799,USD,TRUE,4/14/2025 15:41
prod_48b163579a2f4facaa414e7930a41e34,Ledge Lounger,1999,USD,TRUE,4/15/2025 10:59
prod_48b163579a2f4facaa414e7930a41e34,Ledge Lounger,1999,USD,TRUE,4/15/2025 10:59
prod_48b163579a2f4facaa414e7930a41e34,Ledge Lounger,1999,USD,TRUE,4/14/2025 15:41
prod_48b163579a2f4facaa414e7930a41e34,Ledge Lounger,1999,USD,TRUE,4/14/2025 15:41
prod_c4a17d77c6294b5085362c98b0528de4,Ledge Lounger,1999,USD,TRUE,4/15/2025 10:59
prod_c4a17d77c6294b5085362c98b0528de4,Ledge Lounger,1999,USD,TRUE,4/15/2025 10:59
prod_c4a17d77c6294b5085362c98b0528de4,Ledge Lounger,1999,USD,TRUE,4/14/2025 15:41
prod_c4a17d77c6294b5085362c98b0528de4,Ledge Lounger,1999,USD,TRUE,4/14/2025 15:41
prod_0f8caffc06744e989d693d5e447b8013,Ledge Lounger,3495,USD,TRUE,4/15/2025 10:59
prod_0f8caffc06744e989d693d5e447b8013,Ledge Lounger,3495,USD,TRUE,4/14/2025 15:41
prod_6b679e7af6b34a07bcf5f4a2856f7fe4,Ledge Lounger,799,USD,TRUE,4/15/2025 10:59
prod_2c08e71ffe374bd99a5130c58ebcf763,Bonobos,27.3,USD,TRUE,4/15/2025 10:59
prod_63e51f05ea69476aa193745132a85c08,Bonobos,89,USD,TRUE,4/14/2025 15:41
prod_f3a8328526f943be88fe54ca0bd5e6a0,Bonobos,49,USD,TRUE,4/14/2025 15:41
prod_b677e1dbc5504a999ff5f021372b412b,Bonobos,69,USD,TRUE,4/14/2025 15:41
prod_e1ceb691759f44b888a26b5ae552ef15,Bonobos,55.3,USD,TRUE,4/15/2025 10:59
prod_21d9b972036648bb839eaed3840f9cc0,Bonobos,89,USD,TRUE,4/14/2025 15:41
prod_0b96ac6121ee465ca056bb777ad72f8b,Everlane,148,USD,FALSE,4/14/2025 15:41
prod_d18c7d1ecb2744dba78997bc151c59ba,eBay - sellibr8,31.99,USD,FALSE,4/14/2025 15:41
prod_d32a4c0c6882400bb907e823a746c6db,Everlane,39,USD,FALSE,4/14/2025 15:41
prod_84120078754b4ca9bb085745655e0d1e,Everlane,98,USD,FALSE,4/14/2025 15:41
prod_4dc6ad4efcf1470eb073ceeda9d8df91,Everlane,148,USD,FALSE,4/15/2025 10:59
prod_4dc6ad4efcf1470eb073ceeda9d8df91,Everlane,148,USD,FALSE,4/14/2025 15:41
prod_fcc41b16c63f426db56e214c4c61aaf5,Everlane,98,USD,FALSE,4/14/2025 15:41
prod_aa791c41beeb40e1a3e93e147b803717,Editorialist,98,USD,FALSE,4/14/2025 15:41
prod_119185ac09c44aab8672083a0307cbfd,Everlane,98,USD,FALSE,4/14/2025 15:41
prod_6f3e6bafea444ae3bdceb63e66687079,Poshmark,65,USD,FALSE,4/15/2025 10:59
prod_84b2d00a99814395bdb6c160234d6d02,Everlane,59,USD,FALSE,4/14/2025 15:41
prod_702090291c7c4163a475f465d53ea70d,Poshmark,29,USD,FALSE,4/15/2025 10:59
prod_702090291c7c4163a475f465d53ea70d,Poshmark,29,USD,FALSE,4/14/2025 15:41
prod_a5eb3d307fc84192b29b2deba4a02b5b,eBay - jeffreysnyc,59.99,USD,FALSE,4/15/2025 10:59
prod_2dcfa984eb0b4784adab35f27aa47d4a,eBay - anco_2669,19,USD,FALSE,4/15/2025 10:59
prod_2dcfa984eb0b4784adab35f27aa47d4a,eBay - anco_2669,19,USD,FALSE,4/14/2025 15:41
prod_7bd372ef570f45e7bca6e238661e585c,Poshmark,40,USD,FALSE,4/14/2025 15:41
prod_f7fd6bb469cd4a1dbb0562a7cbff015c,Ledge Lounger,999,USD,TRUE,4/14/2025 15:41
prod_5ed904047777444c82865d84109eb388,Ledge Lounger,699,USD,TRUE,4/15/2025 10:59
prod_5ed904047777444c82865d84109eb388,Ledge Lounger,699,USD,TRUE,4/14/2025 15:41
prod_2e0d71dba2414785a93dff9726187958,BBQGuys,699,USD,TRUE,4/15/2025 10:59
prod_47d292e9d70c404ebc703d1967fd4204,On the Patio,699,USD,FALSE,4/15/2025 10:59
prod_47d292e9d70c404ebc703d1967fd4204,On the Patio,699,USD,FALSE,4/14/2025 15:41
prod_b1a87a5a0f5d4b6ba3a16852e717666f,Ledge Lounger,1299,USD,TRUE,4/15/2025 10:59
prod_210fe28263224d57a3b33450b55f1dc4,The GLD Shop,169,USD,TRUE,4/15/2025 10:59
prod_210fe28263224d57a3b33450b55f1dc4,The GLD Shop,169,USD,TRUE,4/14/2025 15:41
prod_64679ded99ef456b882486fe0be694ba,The GLD Shop,159,USD,TRUE,4/15/2025 10:59
prod_64679ded99ef456b882486fe0be694ba,The GLD Shop,159,USD,TRUE,4/14/2025 15:41
prod_dcf1191e17aa488294bf40e23ee3157e,Taylor Stitch,168,USD,TRUE,4/15/2025 10:59
prod_dcf1191e17aa488294bf40e23ee3157e,Taylor Stitch,168,USD,TRUE,4/14/2025 15:41
prod_34b337abebea41d2847924ee2564b46f,Taylor Stitch,98,USD,TRUE,4/15/2025 10:59
prod_91ab997218a44972aca0b4d7076d822d,Huckberry,98,USD,TRUE,4/15/2025 10:59
prod_9ea45cd06cfc48ecb68704eab99f02d9,Taylor Stitch,125,USD,TRUE,4/15/2025 10:59
prod_b8c114d742e94f06b210a973c5e5eb24,Taylor Stitch,168,USD,TRUE,4/14/2025 15:41
prod_c6b950da99644151b1708de3cad6f67a,Taylor Stitch,92.4,USD,TRUE,4/15/2025 10:59
prod_4ecfe56561d04b9ea12aa73b342919af,eBay - retailslasher1323,88,USD,FALSE,4/15/2025 10:59
prod_6c7d0ad609af402d99d6b5650346c125,The Foursome Clothing & Shoes,125,USD,FALSE,4/15/2025 10:59
prod_cca39f3addd649f5af63c75906ebaac3,Taylor Stitch,128,USD,TRUE,4/14/2025 15:41
prod_1421d43adf094e8abbd5b85e1b8fdf35,Taylor Stitch,125,USD,TRUE,4/15/2025 10:59
prod_1421d43adf094e8abbd5b85e1b8fdf35,Taylor Stitch,125,USD,TRUE,4/14/2025 15:41
prod_c57dfbe10fe1432d96542eac54fd4a06,Alex Mill,225,USD,TRUE,4/15/2025 10:59
prod_c57dfbe10fe1432d96542eac54fd4a06,Alex Mill,225,USD,TRUE,4/14/2025 15:41
prod_d680a57dc7074c05b58fe3b57121c933,Shopbop Men,155,USD,TRUE,4/15/2025 10:59
prod_d680a57dc7074c05b58fe3b57121c933,Shopbop Men,155,USD,TRUE,4/14/2025 15:41
prod_a78e63b27a6b41f38676fd1757186499,ShopSimon,99,USD,TRUE,4/15/2025 10:59
prod_27c384da6a8f4166af4b6503670b9e65,Garmentory,185,USD,TRUE,4/15/2025 10:59
prod_ddda638d921c4fd3adec2a4e01cf8cd5,Alex Mill,165,USD,FALSE,4/15/2025 10:59
prod_0b83a0a96715487caf2cd93e2743805c,The RealReal,40,USD,FALSE,4/15/2025 10:59
prod_0b83a0a96715487caf2cd93e2743805c,The RealReal,40,USD,FALSE,4/14/2025 15:41
prod_b7cfa73518c14816bded6e44db7efdc0,Alex Mill,165,USD,FALSE,4/15/2025 10:59
prod_b7cfa73518c14816bded6e44db7efdc0,Alex Mill,165,USD,FALSE,4/14/2025 15:41
prod_60b38cbba37d4964b4cb88807e91d3ae,Ledge Lounger,349,USD,TRUE,4/15/2025 10:59
prod_60b38cbba37d4964b4cb88807e91d3ae,Ledge Lounger,349,USD,TRUE,4/14/2025 15:41
prod_7dd9fcaa4a8348a1a67d1709aaa57c3e,Ledge Lounger,699,USD,TRUE,4/15/2025 10:59
prod_7dd9fcaa4a8348a1a67d1709aaa57c3e,Ledge Lounger,699,USD,TRUE,4/14/2025 15:41
prod_1a9e3c4062594a69a451468c38732a6b,Ledge Lounger,449,USD,TRUE,4/15/2025 10:59
prod_1a9e3c4062594a69a451468c38732a6b,Ledge Lounger,449,USD,TRUE,4/14/2025 15:41
prod_ac414b65f01840e4b6231311e9241344,Editorialist,35,USD,FALSE,4/15/2025 10:59
prod_358606609dff48f8a2edc5426dd9e746,Editorialist,45,USD,FALSE,4/15/2025 10:59
prod_0d21c5ab8e284984842f0a431decc116,eBay - jae468,24.95,USD,FALSE,4/15/2025 10:59
prod_31a04732d0f1468d847399c17c329a96,Taelor,99,USD,TRUE,4/15/2025 10:59
prod_31a04732d0f1468d847399c17c329a96,Taelor,99,USD,TRUE,4/14/2025 15:41
prod_3f915f9886264ccc8bc312d0f1dbb4a9,Aqua Chairs,1952.75,USD,TRUE,4/15/2025 10:59
prod_9674060fca52417d91d156459546a463,Aqua Chairs,549,USD,TRUE,4/15/2025 10:59
prod_9674060fca52417d91d156459546a463,Aqua Chairs,549,USD,TRUE,4/14/2025 15:41
prod_248504a7e2a74214986d0a6b10b61262,CRAFTD London,134.99,USD,TRUE,4/14/2025 15:41
prod_0cb353c584ca41728d907de6ea635104,CRAFTD London,109.99,USD,TRUE,4/15/2025 10:59
prod_0cb353c584ca41728d907de6ea635104,CRAFTD London,109.99,USD,TRUE,4/14/2025 15:41
prod_c27cf76cb2df4926b0088d6d4364955c,CRAFTD London,107.99,USD,TRUE,4/15/2025 10:59
prod_c347ac2e291c45169741710badf21121,CRAFTD London,109.99,USD,TRUE,4/15/2025 10:59
prod_c347ac2e291c45169741710badf21121,CRAFTD London,109.99,USD,TRUE,4/14/2025 15:41
prod_3674ac3f5f96442190e5603117ddf212,CRAFTD London,199.99,USD,TRUE,4/15/2025 10:59
prod_3674ac3f5f96442190e5603117ddf212,CRAFTD London,199.99,USD,TRUE,4/14/2025 15:41
prod_36bdafa83f784061864180af5687331c,CRAFTD London,69.99,USD,TRUE,4/15/2025 10:59
prod_36bdafa83f784061864180af5687331c,CRAFTD London,69.99,USD,TRUE,4/14/2025 15:41
prod_1a4370b81c6043c2931d64f5529205bc,Amazon.com - Seller,220.99,USD,TRUE,4/15/2025 10:59
prod_1a4370b81c6043c2931d64f5529205bc,Amazon.com - Seller,220.99,USD,TRUE,4/14/2025 15:41
prod_abf0f9096e0f45eda2127a22844e03fa,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_abf0f9096e0f45eda2127a22844e03fa,Charles Tyrwhitt US,39.95,USD,TRUE,4/14/2025 15:41
prod_ffa1959efc2a43719d3a85bea8bb53e6,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_ffa1959efc2a43719d3a85bea8bb53e6,Charles Tyrwhitt US,39.95,USD,TRUE,4/14/2025 15:41
prod_29d7aa5aa50b48c39a581765d439c910,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_29d7aa5aa50b48c39a581765d439c910,Charles Tyrwhitt US,39.95,USD,TRUE,4/14/2025 15:41
prod_cfddf53f0507470f9e0c4993379205ff,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_922b0cc0eaba4cc88ab2e4d855deba8f,Charles Tyrwhitt US,44.75,USD,TRUE,4/15/2025 10:59
prod_77974717953142a683ca12e532f8cf83,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_381289d970ea4d28aca5e39ad09587f4,charlestyrwhitt.com/us,39.95,USD,TRUE,4/15/2025 10:59
prod_afb3f290beb24f4a90dd9fbf432b2c63,Charles Tyrwhitt US,44.75,USD,TRUE,4/15/2025 10:59
prod_69bc56368f4c4ac38b35df87340303fd,Charles Tyrwhitt US,39.95,USD,TRUE,4/14/2025 15:41
prod_5dc86fc6d66c4ac5b3a99eba1afdac52,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_0852173ad64b4a448b83b0655755c3ce,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_ac370540b7a6437784f727d68e8faf13,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_1b1e0c631fb44b86ac727d8cb85b0598,Charles Tyrwhitt US,39.95,USD,TRUE,4/15/2025 10:59
prod_3fafa7c5195e40cf83b041baf6b4da26,Norse Projects,680,USD,TRUE,4/15/2025 10:59
prod_065f9133f3bb4d0c8039728ca392f174,Poshmark,249,USD,FALSE,4/15/2025 10:59
prod_d7f593fbc1cf48ce9df387b7df87b608,Norse Projects,715,USD,TRUE,4/15/2025 10:59
prod_d783f639bb9f4ff895d589c2a73c61e8,Doheny's,179.99,USD,TRUE,4/15/2025 10:59
prod_d783f639bb9f4ff895d589c2a73c61e8,Doheny's,179.99,USD,TRUE,4/14/2025 15:41
prod_17f485aad99845e2ad15f6e8ae285883,Practice Sports,1750,USD,TRUE,4/15/2025 10:59
prod_17f485aad99845e2ad15f6e8ae285883,Practice Sports,1750,USD,TRUE,4/15/2025 10:59
prod_17f485aad99845e2ad15f6e8ae285883,Practice Sports,1750,USD,TRUE,4/14/2025 15:41
prod_956064127bc14f73b5bdcc5bdef8580d,SHOP botanik,799.99,USD,TRUE,4/15/2025 10:59
prod_d1f72e12f38c489386e0d4a2f81e52c9,Pool Warehouse,219.99,USD,TRUE,4/15/2025 10:59
prod_bd8967fe2566458a9626e02261ad104d,JulesB USA,147.5,USD,FALSE,4/15/2025 10:59
prod_7d6e0c250f1348a4832774132d90a082,Shopbop Men,350,USD,TRUE,4/15/2025 10:59
prod_86b532ea5a80444daefcc2f15ba3f7dc,eBay - banamom,105.49,USD,FALSE,4/15/2025 10:59
prod_01b4d24c1347433dad3b3586a64938c6,Huckberry,345,USD,TRUE,4/15/2025 10:59
prod_01b4d24c1347433dad3b3586a64938c6,Huckberry,345,USD,TRUE,4/14/2025 15:41
prod_ee39c8ac77294afd8d8e4075a87e176a,Stuarts London,208,USD,FALSE,4/15/2025 10:59
prod_ee39c8ac77294afd8d8e4075a87e176a,Stuarts London,115,USD,FALSE,4/14/2025 15:41
prod_6ff86c36417b4f0cb72238bfdded1bef,ModeSens,140,USD,TRUE,4/15/2025 10:59
prod_6ff86c36417b4f0cb72238bfdded1bef,ModeSens,140,USD,TRUE,4/14/2025 15:41
prod_be6654a4702d46ed8f70bf3a33ba883f,Etsy - ProletarianCouture33,134.91,USD,FALSE,4/15/2025 10:59
prod_be6654a4702d46ed8f70bf3a33ba883f,Etsy - ProletarianCouture33,149.9,USD,FALSE,4/14/2025 15:41
prod_4e6612ee888c4249b2b08242d2a13280,Lyst,214,USD,FALSE,4/15/2025 10:59
prod_df683fc094b04f7396931132868b8325,Practice Sports,599.99,USD,TRUE,4/15/2025 10:59
prod_c77312ec608c4e59801fe0fa46447401,Patagonia Worn Wear,46,USD,FALSE,4/15/2025 10:59
prod_61b0060e5da747d686a2e36b142ce7fd,Half-Moon Outfitters,119,USD,TRUE,4/14/2025 15:41
prod_2b242587cb68400a82c65ec46b2dcf40,Great Outdoor Shop,83.3,USD,TRUE,4/14/2025 15:41
prod_2e5d518b0a1e4358b0ed373b90e77d6f,Alex Mill,225,USD,TRUE,4/15/2025 10:59
prod_87d30a4d87ce46a596bd28c117bb22e9,Alex Mill,225,USD,TRUE,4/15/2025 10:59
prod_b77b1c419dd1439488b80601e9cf7577,Alex Mill,225,USD,TRUE,4/15/2025 10:59
prod_6e3b27480991490380b810f21ea07d8b,Lyst,195,USD,TRUE,4/14/2025 15:41
prod_b5663a5738b64595921cce7bd36497ae,tntfashion.ca,321.23,USD,TRUE,4/15/2025 10:59
prod_a98d7f677fc24209b927e6571d7f2bb1,Alex Mill,375,USD,TRUE,4/14/2025 15:41
prod_9dc44e07b9ba4c6abfc52824f3739b54,Alex Mill,250,USD,TRUE,4/15/2025 10:59
prod_5ae033d6fa184d12a0cb27caea4c93b9,Alex Mill,250,USD,TRUE,4/15/2025 10:59
prod_570d2cb2fc8a400bb823d0d84a440f67,Alex Mill,225,USD,TRUE,4/15/2025 10:59
prod_0c9fa04d5bba4b5aa7b670e77e585d8d,Bloomingdale's,225,USD,TRUE,4/15/2025 10:59
prod_2aaf162a46c24acfa06930c9e9a1effb,Alex Mill,750,USD,TRUE,4/15/2025 10:59
prod_db2c3842eaab4eb2a0068b51ed962361,Jaxxon,248,USD,TRUE,4/15/2025 10:59
prod_c686ad82a204418fbeb6c0f30f00bb93,Jaxxon,149,USD,TRUE,4/15/2025 10:59
prod_434216dc475f4defaa32561d4b076a24,Jaxxon,258,USD,TRUE,4/15/2025 10:59
prod_a10319171f08484999a40a707f48b47b,Jaxxon,149,USD,TRUE,4/15/2025 10:59
prod_a42e840a29d440aab8bed85e4ae4a3a9,Jaxxon,188,USD,TRUE,4/15/2025 10:59
prod_b9ee14dcce47448faca99671d71568b8,Jaxxon,199,USD,TRUE,4/15/2025 10:59
prod_9c640dcf15f44f0989ecd9302216455f,Jaxxon,198,USD,TRUE,4/15/2025 10:59
prod_c84691250fd74d598f43d06b07ce8039,Jaxxon,149,USD,TRUE,4/15/2025 10:59
prod_c84691250fd74d598f43d06b07ce8039,Jaxxon,199,USD,TRUE,4/14/2025 15:41
prod_6380eaa0062d4b44bd120579216f2a91,Jaxxon,79,USD,TRUE,4/15/2025 10:59
prod_309c275bb70c4ca2bea15ebf5439e03a,Jaxxon,79,USD,TRUE,4/15/2025 10:59
prod_198d856cf3634996b7ad34ee5432ff79,Jaxxon,149,USD,TRUE,4/15/2025 10:59
prod_198d856cf3634996b7ad34ee5432ff79,Jaxxon,179,USD,TRUE,4/14/2025 15:41
prod_9fc3f52a9849489d969c565cc86d8124,Jaxxon,699,USD,TRUE,4/15/2025 10:59
prod_719e710e7ba74324b5b9c5eeb651f066,Jaxxon,168,USD,TRUE,4/15/2025 10:59
prod_719e710e7ba74324b5b9c5eeb651f066,Jaxxon,168,USD,TRUE,4/14/2025 15:41
prod_bc772dfc347b42b583a250de1e40c6a5,Jaxxon,228,USD,TRUE,4/15/2025 10:59
prod_4d1706211b194b31aa8dc2531a58ea5a,Buck Mason,138,USD,TRUE,4/15/2025 10:59
prod_47aa20c8c4d44966931b34e072e9e32d,Buck Mason,268,USD,TRUE,4/15/2025 10:59
prod_f1f714543c824e0693f8cb162c754768,Buck Mason,128,USD,TRUE,4/15/2025 10:59
prod_5d0e4e1907a040329f5f2f3fd9bd1c79,Buck Mason,178,USD,TRUE,4/15/2025 10:59
prod_5d0e4e1907a040329f5f2f3fd9bd1c79,Buck Mason,178,USD,TRUE,4/14/2025 15:41
prod_2955bde10ea54403a59c82a6685c587a,Buck Mason,138,USD,TRUE,4/15/2025 10:59
prod_2955bde10ea54403a59c82a6685c587a,Buck Mason,138,USD,TRUE,4/14/2025 15:41
prod_dc014b08ac9f40ea8480851402007b78,Buck Mason,75,USD,TRUE,4/15/2025 10:59
prod_82a5122680aa4e0896d227616f4e867d,Buck Mason,148,USD,TRUE,4/15/2025 10:59
prod_d9784f3d78c04258bf9c464224fed754,eBay - ragtagonline,196,USD,TRUE,4/15/2025 10:59
prod_24f9516c368b40efb5c5513313c5d4ee,Nepenthes New York,408,USD,TRUE,4/15/2025 10:59
prod_24f9516c368b40efb5c5513313c5d4ee,Nepenthes New York,408,USD,TRUE,4/14/2025 15:41
prod_a93aa4056a3a4800b605f6b11770619b,eBay - ragtagonline,238,USD,TRUE,4/15/2025 10:59
prod_f799c06bd354430e9f8eb2f9c446260f,Totem Brand Co.,540,USD,FALSE,4/15/2025 10:59
prod_045c396c337d423ca9314a76db1b9b45,eBay - ragtagonline,270,USD,TRUE,4/15/2025 10:59
prod_16402b855c9b42fc86d369321bcf050d,Garmentory,948,USD,TRUE,4/15/2025 10:59
prod_7096fc080700463e8434b27d826b99b2,Marrkt,214.49,USD,FALSE,4/15/2025 10:59
prod_142a678df4ae40c1a2abe451f673b1ef,Etsy - ClockworkThriftStore,181,USD,FALSE,4/15/2025 10:59
prod_4c9f961913934e8da14465b4cc599dc6,Editorialist,445,USD,TRUE,4/14/2025 15:41
prod_cdffaf34e4fa421a870f63dcd44ab9b0,eBay - ragtagonline,123,USD,TRUE,4/15/2025 10:59
prod_94c998eabefd4c628f47ad49c54a9268,eBay - ragtagonline,288,USD,TRUE,4/15/2025 10:59
prod_416664b2604c4354b55e0fd4908bab54,Patagonia,129,USD,TRUE,4/15/2025 10:59
prod_416664b2604c4354b55e0fd4908bab54,Patagonia,129,USD,TRUE,4/14/2025 15:41
prod_f9a1f01d0c17457ba7741967a97f834c,Patagonia,109,USD,TRUE,4/15/2025 10:59
prod_f9a1f01d0c17457ba7741967a97f834c,Patagonia,109,USD,TRUE,4/14/2025 15:41
prod_ea3bc6929cca4a259cac34dfeabfb799,Patagonia,99,USD,TRUE,4/15/2025 10:59
prod_13969da9994c4fefbb0c78383a7ad66b,The GLD Shop,99,USD,TRUE,4/15/2025 10:59
prod_13969da9994c4fefbb0c78383a7ad66b,The GLD Shop,99,USD,TRUE,4/14/2025 15:41
prod_951fe580a12d4014b3d1dab876d7cde0,Bombas,140.4,USD,TRUE,4/15/2025 10:59
prod_ca804f7d79464fada8b6be79669b5acd,eBay - lynski1230,29.99,USD,FALSE,4/15/2025 10:59
prod_ca804f7d79464fada8b6be79669b5acd,eBay - lynski1230,29.99,USD,FALSE,4/14/2025 15:41
prod_3246fc21c589481ba9f1f388de9cef61,eBay - amalian,29,USD,FALSE,4/15/2025 10:59
prod_2bbc63413fcd40bc91cf251982c07193,Bombas,118.8,USD,TRUE,4/15/2025 10:59
prod_c24c997210b64da097dfd553c2e3557a,Bombas,44,USD,TRUE,4/15/2025 10:59
prod_e7380a509d2f43be9bc9479acc6050b0,Bombas,44,USD,TRUE,4/15/2025 10:59
prod_e7380a509d2f43be9bc9479acc6050b0,Bombas,44,USD,TRUE,4/14/2025 15:41
prod_9044305b45d8498caa750e21faa98544,Bombas,44,USD,TRUE,4/15/2025 10:59
prod_1e5efee051404532899f010b9b0dffa5,Bombas,44,USD,TRUE,4/15/2025 10:59
prod_be2aea11fc934ff18a739a622f7e557d,Faherty Second Wave,50,USD,FALSE,4/15/2025 10:59
prod_be2aea11fc934ff18a739a622f7e557d,Faherty Second Wave,50,USD,FALSE,4/14/2025 15:41
prod_e991a5c565914d28b5bc2d5b2ca24106,Faherty Second Wave,68,USD,FALSE,4/15/2025 10:59
prod_e991a5c565914d28b5bc2d5b2ca24106,Faherty Second Wave,68,USD,FALSE,4/14/2025 15:41
prod_f9cc22ec83c4471699480c243ef0b9e6,Faherty Second Wave,47,USD,FALSE,4/15/2025 10:59
prod_f9cc22ec83c4471699480c243ef0b9e6,Faherty Second Wave,47,USD,FALSE,4/14/2025 15:41
prod_a63d67c289e445a7b541f850ceaeba3b,Faherty Second Wave,51,USD,FALSE,4/15/2025 10:59
prod_bbe3c14d3781475395fabac793de600e,Faherty Second Wave,52,USD,FALSE,4/15/2025 10:59
prod_bbe3c14d3781475395fabac793de600e,Faherty Second Wave,52,USD,FALSE,4/14/2025 15:41
prod_736a6e8c473d4395ada83c61386abc04,Faherty,124,USD,TRUE,4/15/2025 10:59
prod_736a6e8c473d4395ada83c61386abc04,Faherty,124,USD,TRUE,4/14/2025 15:41
prod_7c3736d7418c4877939fc2e78c86a671,Bloomingdale's,398,USD,TRUE,4/14/2025 15:41
prod_566756bcefb046b48efb792ada942a05,Barbour,350,USD,TRUE,4/15/2025 10:59
prod_12de64ee452348f7972759f09621034f,Barbour,280,USD,TRUE,4/15/2025 10:59
prod_a6c387a5c48d4693979f8f94d2195a71,Barbour,260,USD,TRUE,4/15/2025 10:59
prod_3dd96cd82f5342a7a8a48d44525111b1,END. Clothing,270,USD,TRUE,4/15/2025 10:59
prod_00b807ae9ef3427480d1862f5268ca04,Michael Stewart Menswear,184,USD,FALSE,4/15/2025 10:59
prod_f905bde7dc9d4688b2de537cf5878bc3,Barbour,485,USD,TRUE,4/15/2025 10:59
prod_f905bde7dc9d4688b2de537cf5878bc3,Barbour,485,USD,TRUE,4/14/2025 15:41
prod_9bb76ea915be4601982dd4cea3ae096c,Barbour,435,USD,TRUE,4/15/2025 10:59
prod_6171c04b78c34214bcfd6c0459a0730f,Barbour,300,USD,TRUE,4/15/2025 10:59
prod_db438a494ec146c7a971f9cf8f2440af,Nike,64.97,USD,TRUE,4/15/2025 10:59
prod_97d88a96a7314a258ba8efb94af9d6c5,Nike,70,USD,TRUE,4/15/2025 10:59
